Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,City,Postal Code,len_date,Revenue
210222,34in Ultrawide Monitor,1,379.99,2019-06-16 10:57:00,83 Lincoln St, Los Angeles, CA 90001,14,379.99
210223,AAA Batteries (4-pack),1,2.99,2019-06-24 09:30:00,566 South St, New York City, NY 10001,14,2.99
210224,Apple Airpods Headphones,1,150.0,2019-06-09 20:57:00,283 Lakeview St, Atlanta, GA 30301,14,150.0
210225,USB-C Charging Cable,1,11.95,2019-06-01 16:58:00,993 Hickory St, Seattle, WA 98101,14,11.95
210226,Flatscreen TV,1,300.0,2019-06-05 08:34:00,295 Sunset St, San Francisco, CA 94016,14,300.0
210227,USB-C Charging Cable,1,11.95,2019-06-27 09:50:00,479 4th St, Dallas, TX 75001,14,11.95
210228,AA Batteries (4-pack),1,3.84,2019-06-11 06:23:00,178 Dogwood St, Portland, OR 97035,14,3.84
210229,Lightning Charging Cable,1,14.95,2019-06-07 08:00:00,252 Johnson St, San Francisco, CA 94016,14,14.95
210230,USB-C Charging Cable,1,11.95,2019-06-03 21:52:00,502 Hill St, Los Angeles, CA 90001,14,11.95
210231,Wired Headphones,1,11.99,2019-06-04 11:08:00,650 Johnson St, Boston, MA 02215,14,11.99
210232,Wired Headphones,1,11.99,2019-06-06 16:43:00,969 Forest St, Dallas, TX 75001,14,11.99
210233,AA Batteries (4-pack),1,3.84,2019-06-12 11:52:00,240 Lincoln St, Seattle, WA 98101,14,3.84
210234,Lightning Charging Cable,1,14.95,2019-06-17 19:23:00,202 4th St, Atlanta, GA 30301,14,14.95
210235,34in Ultrawide Monitor,1,379.99,2019-06-18 15:14:00,922 Ridge St, Boston, MA 02215,14,379.99
210236,Wired Headphones,1,11.99,2019-06-09 11:17:00,246 Lake St, San Francisco, CA 94016,14,11.99
210237,Wired Headphones,1,11.99,2019-06-04 08:22:00,704 8th St, Atlanta, GA 30301,14,11.99
210238,AAA Batteries (4-pack),1,2.99,2019-06-05 13:35:00,517 Adams St, Seattle, WA 98101,14,2.99
210239,27in 4K Gaming Monitor,1,389.99,2019-06-19 18:03:00,139 Pine St, San Francisco, CA 94016,14,389.99
210240,AAA Batteries (4-pack),1,2.99,2019-06-04 13:36:00,828 Pine St, San Francisco, CA 94016,14,2.99
210241,Apple Airpods Headphones,1,150.0,2019-06-04 13:49:00,737 Jackson St, San Francisco, CA 94016,14,150.0
210242,USB-C Charging Cable,2,11.95,2019-06-03 19:17:00,83 Sunset St, Austin, TX 73301,14,23.9
210243,AA Batteries (4-pack),1,3.84,2019-06-07 13:50:00,970 Lincoln St, San Francisco, CA 94016,14,3.84
210244,Lightning Charging Cable,1,14.95,2019-06-20 22:51:00,229 Sunset St, Austin, TX 73301,14,14.95
210245,AAA Batteries (4-pack),1,2.99,2019-06-14 12:31:00,711 1st St, Los Angeles, CA 90001,14,2.99
210246,Lightning Charging Cable,1,14.95,2019-06-02 23:35:00,809 Washington St, Portland, OR 97035,14,14.95
210247,Lightning Charging Cable,1,14.95,2019-06-21 16:30:00,370 1st St, Los Angeles, CA 90001,14,14.95
210248,AA Batteries (4-pack),2,3.84,2019-06-16 22:58:00,165 Highland St, Austin, TX 73301,14,7.68
210249,Google Phone,1,600.0,2019-06-10 05:05:00,869 Johnson St, San Francisco, CA 94016,14,600.0
210250,Wired Headphones,1,11.99,2019-06-26 22:26:00,977 Ridge St, Los Angeles, CA 90001,14,11.99
162009,iPhone,1,700.0,2019-03-28 20:59:00,942 Church St, Austin, TX 73301,14,700.0
162009,Lightning Charging Cable,1,14.95,2019-03-28 20:59:00,942 Church St, Austin, TX 73301,14,14.95
162009,Wired Headphones,2,11.99,2019-03-28 20:59:00,942 Church St, Austin, TX 73301,14,23.98
162010,Bose SoundSport Headphones,1,99.99,2019-03-17 05:39:00,261 10th St, San Francisco, CA 94016,14,99.99
162011,34in Ultrawide Monitor,1,379.99,2019-03-10 00:01:00,764 13th St, San Francisco, CA 94016,14,379.99
162012,AA Batteries (4-pack),1,3.84,2019-03-20 21:33:00,187 Ridge St, San Francisco, CA 94016,14,3.84
162013,34in Ultrawide Monitor,1,379.99,2019-03-15 23:05:00,904 Main St, Austin, TX 73301,14,379.99
162014,USB-C Charging Cable,1,11.95,2019-03-01 21:33:00,10 13th St, San Francisco, CA 94016,14,11.95
162015,AA Batteries (4-pack),1,3.84,2019-03-02 08:52:00,949 Jefferson St, Boston, MA 02215,14,3.84
162016,AAA Batteries (4-pack),5,2.99,2019-03-19 21:10:00,469 Highland St, Atlanta, GA 30301,14,14.950000000000001
162017,Lightning Charging Cable,1,14.95,2019-03-02 13:55:00,449 River St, San Francisco, CA 94016,14,14.95
162018,USB-C Charging Cable,2,11.95,2019-03-18 11:07:00,925 Maple St, Portland, OR 97035,14,23.9
162019,AAA Batteries (4-pack),1,2.99,2019-03-05 12:20:00,639 4th St, Atlanta, GA 30301,14,2.99
162020,LG Washing Machine,1,600.0,2019-03-26 18:17:00,616 Jackson St, Dallas, TX 75001,14,600.0
162021,Wired Headphones,1,11.99,2019-03-30 12:02:00,645 Wilson St, Los Angeles, CA 90001,14,11.99
162022,AA Batteries (4-pack),1,3.84,2019-03-17 22:18:00,473 Hill St, New York City, NY 10001,14,3.84
162023,Apple Airpods Headphones,1,150.0,2019-03-11 20:00:00,404 Park St, San Francisco, CA 94016,14,150.0
162024,27in 4K Gaming Monitor,1,389.99,2019-03-17 09:22:00,952 Willow St, Atlanta, GA 30301,14,389.99
162025,AAA Batteries (4-pack),1,2.99,2019-03-07 20:50:00,110 7th St, Boston, MA 02215,14,2.99
162026,iPhone,1,700.0,2019-03-22 22:31:00,71 Pine St, Austin, TX 73301,14,700.0
162027,AAA Batteries (4-pack),1,2.99,2019-03-16 20:52:00,421 Main St, Los Angeles, CA 90001,14,2.99
162028,AAA Batteries (4-pack),3,2.99,2019-03-20 15:23:00,739 1st St, San Francisco, CA 94016,14,8.97
162029,AAA Batteries (4-pack),1,2.99,2019-03-26 12:17:00,141 North St, Atlanta, GA 30301,14,2.99
162030,Google Phone,1,600.0,2019-03-09 16:50:00,463 4th St, San Francisco, CA 94016,14,600.0
162031,Lightning Charging Cable,1,14.95,2019-03-28 17:03:00,131 Johnson St, Boston, MA 02215,14,14.95
162032,Lightning Charging Cable,1,14.95,2019-03-31 10:39:00,498 4th St, Los Angeles, CA 90001,14,14.95
162033,iPhone,1,700.0,2019-03-19 11:06:00,267 Johnson St, Dallas, TX 75001,14,700.0
162034,USB-C Charging Cable,1,11.95,2019-03-26 20:34:00,104 Center St, Seattle, WA 98101,14,11.95
162035,Macbook Pro Laptop,1,1700.0,2019-03-08 13:07:00,44 4th St, Los Angeles, CA 90001,14,1700.0
162036,Lightning Charging Cable,1,14.95,2019-03-09 19:39:00,905 Spruce St, San Francisco, CA 94016,14,14.95
162037,iPhone,1,700.0,2019-03-23 02:11:00,277 Elm St, Los Angeles, CA 90001,14,700.0
162037,Lightning Charging Cable,1,14.95,2019-03-23 02:11:00,277 Elm St, Los Angeles, CA 90001,14,14.95
162038,AAA Batteries (4-pack),2,2.99,2019-03-18 20:31:00,53 10th St, Atlanta, GA 30301,14,5.98
162039,AA Batteries (4-pack),1,3.84,2019-03-29 12:01:00,175 West St, San Francisco, CA 94016,14,3.84
162040,USB-C Charging Cable,1,11.95,2019-03-25 09:11:00,973 North St, Austin, TX 73301,14,11.95
162041,Apple Airpods Headphones,1,150.0,2019-03-14 01:01:00,633 13th St, Austin, TX 73301,14,150.0
162042,USB-C Charging Cable,1,11.95,2019-03-09 22:39:00,661 7th St, San Francisco, CA 94016,14,11.95
162043,AA Batteries (4-pack),1,3.84,2019-03-29 10:59:00,883 Walnut St, Atlanta, GA 30301,14,3.84
162044,27in FHD Monitor,1,149.99,2019-03-22 10:11:00,469 9th St, Dallas, TX 75001,14,149.99
162045,Apple Airpods Headphones,1,150.0,2019-03-26 13:31:00,906 Park St, New York City, NY 10001,14,150.0
162046,AAA Batteries (4-pack),2,2.99,2019-03-20 20:33:00,661 1st St, San Francisco, CA 94016,14,5.98
162047,Bose SoundSport Headphones,1,99.99,2019-03-08 18:41:00,819 9th St, Austin, TX 73301,14,99.99
162048,AA Batteries (4-pack),1,3.84,2019-03-31 19:24:00,819 Main St, New York City, NY 10001,14,3.84
162049,Lightning Charging Cable,1,14.95,2019-03-25 13:35:00,307 Chestnut St, Austin, TX 73301,14,14.95
162050,AAA Batteries (4-pack),1,2.99,2019-03-26 17:09:00,870 Spruce St, Boston, MA 02215,14,2.99
162051,AAA Batteries (4-pack),1,2.99,2019-03-12 09:12:00,565 South St, Boston, MA 02215,14,2.99
162052,Wired Headphones,1,11.99,2019-03-11 09:44:00,971 Washington St, Los Angeles, CA 90001,14,11.99
162053,iPhone,1,700.0,2019-03-10 18:29:00,660 7th St, Seattle, WA 98101,14,700.0
162054,Wired Headphones,1,11.99,2019-03-20 00:42:00,358 5th St, San Francisco, CA 94016,14,11.99
162055,AA Batteries (4-pack),1,3.84,2019-03-29 09:21:00,675 8th St, Los Angeles, CA 90001,14,3.84
162056,Wired Headphones,1,11.99,2019-03-17 10:24:00,55 Adams St, San Francisco, CA 94016,14,11.99
162057,Wired Headphones,1,11.99,2019-03-30 18:44:00,485 Maple St, Los Angeles, CA 90001,14,11.99
162058,27in FHD Monitor,1,149.99,2019-03-30 02:30:00,510 Church St, New York City, NY 10001,14,149.99
162059,USB-C Charging Cable,1,11.95,2019-03-03 05:47:00,602 Willow St, Seattle, WA 98101,14,11.95
162060,AAA Batteries (4-pack),3,2.99,2019-03-10 16:04:00,703 Lake St, Seattle, WA 98101,14,8.97
162061,Wired Headphones,1,11.99,2019-03-01 22:07:00,967 10th St, New York City, NY 10001,14,11.99
162062,AAA Batteries (4-pack),1,2.99,2019-03-24 03:37:00,235 Park St, Portland, OR 97035,14,2.99
162063,AAA Batteries (4-pack),2,2.99,2019-03-02 11:58:00,693 12th St, Austin, TX 73301,14,5.98
162064,Macbook Pro Laptop,1,1700.0,2019-03-05 09:00:00,414 Willow St, San Francisco, CA 94016,14,1700.0
162065,Google Phone,1,600.0,2019-03-02 13:18:00,862 Spruce St, San Francisco, CA 94016,14,600.0
162066,AA Batteries (4-pack),1,3.84,2019-03-13 13:57:00,602 Pine St, New York City, NY 10001,14,3.84
162066,USB-C Charging Cable,2,11.95,2019-03-13 13:57:00,602 Pine St, New York City, NY 10001,14,23.9
162067,ThinkPad Laptop,1,999.99,2019-03-07 23:40:00,4 Cedar St, San Francisco, CA 94016,14,999.99
162068,Wired Headphones,1,11.99,2019-03-24 12:25:00,117 1st St, Austin, TX 73301,14,11.99
162069,AA Batteries (4-pack),1,3.84,2019-03-15 16:53:00,853 Park St, Boston, MA 02215,14,3.84
162070,27in FHD Monitor,1,149.99,2019-03-15 18:19:00,859 South St, Los Angeles, CA 90001,14,149.99
162071,Vareebadd Phone,1,400.0,2019-03-30 20:23:00,334 Jackson St, Atlanta, GA 30301,14,400.0
162071,USB-C Charging Cable,1,11.95,2019-03-30 20:23:00,334 Jackson St, Atlanta, GA 30301,14,11.95
162072,AA Batteries (4-pack),1,3.84,2019-03-02 12:04:00,945 Adams St, New York City, NY 10001,14,3.84
162073,Bose SoundSport Headphones,1,99.99,2019-03-23 20:52:00,573 Lakeview St, San Francisco, CA 94016,14,99.99
162074,Apple Airpods Headphones,1,150.0,2019-03-05 12:45:00,928 Dogwood St, San Francisco, CA 94016,14,150.0
162075,Apple Airpods Headphones,1,150.0,2019-03-11 09:19:00,456 7th St, New York City, NY 10001,14,150.0
162076,Wired Headphones,1,11.99,2019-03-04 09:12:00,424 Wilson St, Dallas, TX 75001,14,11.99
162077,AAA Batteries (4-pack),1,2.99,2019-03-22 11:54:00,783 Johnson St, New York City, NY 10001,14,2.99
162078,Lightning Charging Cable,1,14.95,2019-03-02 16:48:00,167 North St, San Francisco, CA 94016,14,14.95
162079,Google Phone,1,600.0,2019-03-24 21:36:00,144 West St, Los Angeles, CA 90001,14,600.0
162080,Apple Airpods Headphones,1,150.0,2019-03-24 09:37:00,245 Chestnut St, Boston, MA 02215,14,150.0
162081,Lightning Charging Cable,1,14.95,2019-03-26 20:58:00,183 Dogwood St, Los Angeles, CA 90001,14,14.95
162082,Vareebadd Phone,1,400.0,2019-03-09 14:15:00,401 Wilson St, New York City, NY 10001,14,400.0
162082,Wired Headphones,1,11.99,2019-03-09 14:15:00,401 Wilson St, New York City, NY 10001,14,11.99
162083,Wired Headphones,1,11.99,2019-03-27 19:04:00,162 Lakeview St, Atlanta, GA 30301,14,11.99
162084,iPhone,1,700.0,2019-03-27 12:53:00,585 14th St, Los Angeles, CA 90001,14,700.0
162085,Lightning Charging Cable,1,14.95,2019-03-24 19:52:00,705 Highland St, San Francisco, CA 94016,14,14.95
162086,Google Phone,1,600.0,2019-03-18 09:12:00,410 Chestnut St, New York City, NY 10001,14,600.0
162087,Google Phone,1,600.0,2019-03-18 13:58:00,303 Chestnut St, Boston, MA 02215,14,600.0
162087,USB-C Charging Cable,1,11.95,2019-03-18 13:58:00,303 Chestnut St, Boston, MA 02215,14,11.95
162088,Google Phone,1,600.0,2019-03-02 15:50:00,231 Jackson St, Los Angeles, CA 90001,14,600.0
162089,Wired Headphones,1,11.99,2019-03-07 12:25:00,692 13th St, New York City, NY 10001,14,11.99
162090,Bose SoundSport Headphones,1,99.99,2019-03-12 13:03:00,747 Wilson St, Austin, TX 73301,14,99.99
162091,Bose SoundSport Headphones,1,99.99,2019-03-18 08:13:00,926 Main St, Boston, MA 02215,14,99.99
162092,Flatscreen TV,1,300.0,2019-03-18 11:29:00,477 11th St, Seattle, WA 98101,14,300.0
162092,AAA Batteries (4-pack),1,2.99,2019-03-18 11:29:00,477 11th St, Seattle, WA 98101,14,2.99
162093,Vareebadd Phone,1,400.0,2019-03-19 11:32:00,855 Lakeview St, Boston, MA 02215,14,400.0
162094,ThinkPad Laptop,1,999.99,2019-03-21 03:42:00,959 River St, Atlanta, GA 30301,14,999.99
162095,Wired Headphones,1,11.99,2019-03-29 13:18:00,628 Lakeview St, Seattle, WA 98101,14,11.99
162096,Bose SoundSport Headphones,1,99.99,2019-03-04 00:20:00,323 Hill St, New York City, NY 10001,14,99.99
162097,Flatscreen TV,1,300.0,2019-03-28 13:43:00,929 Elm St, New York City, NY 10001,14,300.0
162098,Flatscreen TV,1,300.0,2019-03-07 15:44:00,84 Center St, New York City, NY 10001,14,300.0
162099,USB-C Charging Cable,1,11.95,2019-03-03 00:18:00,598 Washington St, Los Angeles, CA 90001,14,11.95
162100,Wired Headphones,1,11.99,2019-03-04 00:17:00,635 Spruce St, Boston, MA 02215,14,11.99
162101,Macbook Pro Laptop,1,1700.0,2019-03-30 10:47:00,253 11th St, Seattle, WA 98101,14,1700.0
162102,Wired Headphones,1,11.99,2019-03-31 19:51:00,69 Center St, New York City, NY 10001,14,11.99
162103,AAA Batteries (4-pack),1,2.99,2019-03-18 20:50:00,860 Main St, Portland, OR 97035,14,2.99
162104,Lightning Charging Cable,1,14.95,2019-03-05 15:25:00,572 Walnut St, New York City, NY 10001,14,14.95
162105,USB-C Charging Cable,1,11.95,2019-03-09 08:45:00,911 South St, Seattle, WA 98101,14,11.95
162106,AA Batteries (4-pack),1,3.84,2019-03-02 15:25:00,484 Cedar St, Los Angeles, CA 90001,14,3.84
162107,Wired Headphones,1,11.99,2019-03-29 15:15:00,260 14th St, Austin, TX 73301,14,11.99
162108,USB-C Charging Cable,2,11.95,2019-03-26 11:38:00,113 7th St, Los Angeles, CA 90001,14,23.9
162109,Lightning Charging Cable,1,14.95,2019-03-25 11:12:00,686 5th St, New York City, NY 10001,14,14.95
162110,20in Monitor,1,109.99,2019-03-15 09:05:00,705 South St, Los Angeles, CA 90001,14,109.99
162111,AA Batteries (4-pack),3,3.84,2019-03-08 16:59:00,561 West St, San Francisco, CA 94016,14,11.52
162112,34in Ultrawide Monitor,1,379.99,2019-03-15 21:52:00,953 Spruce St, Boston, MA 02215,14,379.99
162113,Bose SoundSport Headphones,1,99.99,2019-03-27 13:09:00,365 Cherry St, San Francisco, CA 94016,14,99.99
162114,Lightning Charging Cable,1,14.95,2019-03-21 14:29:00,577 South St, Atlanta, GA 30301,14,14.95
162115,Flatscreen TV,1,300.0,2019-03-26 08:06:00,93 Sunset St, San Francisco, CA 94016,14,300.0
162116,USB-C Charging Cable,1,11.95,2019-03-09 11:48:00,446 Adams St, Dallas, TX 75001,14,11.95
162117,Wired Headphones,1,11.99,2019-03-11 14:12:00,82 Lake St, New York City, NY 10001,14,11.99
162118,iPhone,1,700.0,2019-03-10 22:32:00,888 13th St, San Francisco, CA 94016,14,700.0
162119,27in FHD Monitor,1,149.99,2019-03-06 13:46:00,980 2nd St, Austin, TX 73301,14,149.99
162120,Macbook Pro Laptop,1,1700.0,2019-03-15 18:43:00,969 Washington St, Dallas, TX 75001,14,1700.0
162121,USB-C Charging Cable,1,11.95,2019-03-20 13:05:00,355 Main St, Portland, OR 97035,14,11.95
162122,AAA Batteries (4-pack),1,2.99,2019-03-06 10:22:00,354 9th St, Seattle, WA 98101,14,2.99
162123,Bose SoundSport Headphones,1,99.99,2019-03-13 18:02:00,295 South St, San Francisco, CA 94016,14,99.99
162124,Macbook Pro Laptop,1,1700.0,2019-03-27 09:52:00,8 West St, San Francisco, CA 94016,14,1700.0
162125,27in 4K Gaming Monitor,1,389.99,2019-03-29 12:16:00,987 Chestnut St, San Francisco, CA 94016,14,389.99
162126,Apple Airpods Headphones,1,150.0,2019-03-17 19:41:00,895 Jefferson St, Los Angeles, CA 90001,14,150.0
162127,Macbook Pro Laptop,1,1700.0,2019-03-25 13:08:00,603 12th St, San Francisco, CA 94016,14,1700.0
162128,USB-C Charging Cable,1,11.95,2019-03-23 22:59:00,490 Jackson St, Seattle, WA 98101,14,11.95
162129,AAA Batteries (4-pack),1,2.99,2019-03-11 16:14:00,962 Church St, San Francisco, CA 94016,14,2.99
162130,USB-C Charging Cable,1,11.95,2019-03-08 12:17:00,211 Pine St, Dallas, TX 75001,14,11.95
162131,USB-C Charging Cable,1,11.95,2019-03-10 23:29:00,334 Madison St, Boston, MA 02215,14,11.95
162132,AA Batteries (4-pack),1,3.84,2019-03-15 06:52:00,488 7th St, Boston, MA 02215,14,3.84
162133,AA Batteries (4-pack),1,3.84,2019-03-10 09:28:00,986 6th St, Seattle, WA 98101,14,3.84
162134,Vareebadd Phone,1,400.0,2019-03-17 20:36:00,186 North St, Atlanta, GA 30301,14,400.0
162135,USB-C Charging Cable,1,11.95,2019-03-23 22:58:00,112 Madison St, New York City, NY 10001,14,11.95
162136,AA Batteries (4-pack),1,3.84,2019-03-28 11:13:00,708 4th St, San Francisco, CA 94016,14,3.84
162137,Bose SoundSport Headphones,1,99.99,2019-03-14 16:05:00,275 Elm St, New York City, NY 10001,14,99.99
162138,20in Monitor,1,109.99,2019-03-19 10:10:00,628 Forest St, Seattle, WA 98101,14,109.99
162139,34in Ultrawide Monitor,1,379.99,2019-03-21 12:21:00,869 9th St, New York City, NY 10001,14,379.99
162140,ThinkPad Laptop,1,999.99,2019-03-06 23:34:00,622 Meadow St, Seattle, WA 98101,14,999.99
162141,Lightning Charging Cable,1,14.95,2019-03-08 19:03:00,289 Chestnut St, New York City, NY 10001,14,14.95
162142,Vareebadd Phone,1,400.0,2019-03-01 12:57:00,479 Maple St, Atlanta, GA 30301,14,400.0
162142,AA Batteries (4-pack),1,3.84,2019-03-01 12:57:00,479 Maple St, Atlanta, GA 30301,14,3.84
162143,USB-C Charging Cable,1,11.95,2019-03-09 13:26:00,886 12th St, San Francisco, CA 94016,14,11.95
162144,Macbook Pro Laptop,1,1700.0,2019-03-24 13:04:00,342 Dogwood St, San Francisco, CA 94016,14,1700.0
162145,Bose SoundSport Headphones,1,99.99,2019-03-11 16:56:00,680 10th St, New York City, NY 10001,14,99.99
162146,Apple Airpods Headphones,1,150.0,2019-03-11 22:20:00,326 Wilson St, Seattle, WA 98101,14,150.0
162147,Wired Headphones,1,11.99,2019-03-05 10:53:00,310 Forest St, Austin, TX 73301,14,11.99
162148,USB-C Charging Cable,1,11.95,2019-03-17 23:55:00,434 4th St, Los Angeles, CA 90001,14,11.95
162149,Apple Airpods Headphones,1,150.0,2019-03-05 00:36:00,371 Forest St, Austin, TX 73301,14,150.0
162150,AA Batteries (4-pack),1,3.84,2019-03-28 22:21:00,963 4th St, Boston, MA 02215,14,3.84
162151,Bose SoundSport Headphones,1,99.99,2019-03-25 20:11:00,53 Washington St, Dallas, TX 75001,14,99.99
162152,Lightning Charging Cable,1,14.95,2019-03-24 09:42:00,727 Lake St, Atlanta, GA 30301,14,14.95
162153,27in FHD Monitor,1,149.99,2019-03-08 08:31:00,647 Madison St, New York City, NY 10001,14,149.99
162154,ThinkPad Laptop,1,999.99,2019-03-30 10:18:00,932 Forest St, Los Angeles, CA 90001,14,999.99
162155,AA Batteries (4-pack),1,3.84,2019-03-28 16:35:00,706 11th St, Los Angeles, CA 90001,14,3.84
162156,Wired Headphones,1,11.99,2019-03-01 22:47:00,352 6th St, Portland, OR 97035,14,11.99
162157,Flatscreen TV,1,300.0,2019-03-27 18:56:00,620 13th St, Boston, MA 02215,14,300.0
162158,USB-C Charging Cable,1,11.95,2019-03-20 17:50:00,865 Hill St, San Francisco, CA 94016,14,11.95
162159,Wired Headphones,1,11.99,2019-03-30 13:29:00,776 9th St, Los Angeles, CA 90001,14,11.99
162160,Apple Airpods Headphones,1,150.0,2019-03-12 19:50:00,414 11th St, San Francisco, CA 94016,14,150.0
162161,Wired Headphones,1,11.99,2019-03-30 19:20:00,853 14th St, Seattle, WA 98101,14,11.99
162161,AAA Batteries (4-pack),2,2.99,2019-03-30 19:20:00,853 14th St, Seattle, WA 98101,14,5.98
162162,Lightning Charging Cable,1,14.95,2019-03-05 08:32:00,435 Hill St, New York City, NY 10001,14,14.95
162163,Flatscreen TV,1,300.0,2019-03-25 07:48:00,61 Sunset St, Los Angeles, CA 90001,14,300.0
162164,AA Batteries (4-pack),1,3.84,2019-03-01 16:05:00,954 2nd St, San Francisco, CA 94016,14,3.84
162165,Macbook Pro Laptop,1,1700.0,2019-03-12 12:32:00,911 Sunset St, San Francisco, CA 94016,14,1700.0
162166,AAA Batteries (4-pack),1,2.99,2019-03-06 21:36:00,989 Ridge St, Los Angeles, CA 90001,14,2.99
162167,AA Batteries (4-pack),1,3.84,2019-03-02 13:36:00,713 13th St, Dallas, TX 75001,14,3.84
162168,34in Ultrawide Monitor,1,379.99,2019-03-20 10:26:00,699 11th St, Boston, MA 02215,14,379.99
162169,27in 4K Gaming Monitor,1,389.99,2019-03-11 13:43:00,500 River St, Dallas, TX 75001,14,389.99
162170,Wired Headphones,2,11.99,2019-03-16 11:14:00,397 10th St, San Francisco, CA 94016,14,23.98
162171,Lightning Charging Cable,1,14.95,2019-03-16 12:10:00,597 11th St, New York City, NY 10001,14,14.95
162172,Wired Headphones,1,11.99,2019-03-03 18:34:00,176 Cherry St, San Francisco, CA 94016,14,11.99
162173,Bose SoundSport Headphones,1,99.99,2019-03-07 14:09:00,973 14th St, Los Angeles, CA 90001,14,99.99
162174,27in 4K Gaming Monitor,1,389.99,2019-03-05 18:44:00,844 Main St, Seattle, WA 98101,14,389.99
162175,Lightning Charging Cable,1,14.95,2019-03-02 11:09:00,510 Forest St, Austin, TX 73301,14,14.95
162176,Apple Airpods Headphones,1,150.0,2019-03-31 19:38:00,917 Chestnut St, Atlanta, GA 30301,14,150.0
162177,ThinkPad Laptop,1,999.99,2019-03-22 19:40:00,323 14th St, Los Angeles, CA 90001,14,999.99
162178,Lightning Charging Cable,1,14.95,2019-03-11 18:11:00,436 Wilson St, Boston, MA 02215,14,14.95
162179,AAA Batteries (4-pack),1,2.99,2019-03-25 12:40:00,712 Maple St, Seattle, WA 98101,14,2.99
162180,Flatscreen TV,1,300.0,2019-03-17 14:55:00,945 Willow St, Los Angeles, CA 90001,14,300.0
162181,Macbook Pro Laptop,1,1700.0,2019-03-03 13:15:00,423 Lake St, Los Angeles, CA 90001,14,1700.0
162182,Google Phone,1,600.0,2019-03-19 13:01:00,455 Church St, Los Angeles, CA 90001,14,600.0
162183,AA Batteries (4-pack),1,3.84,2019-03-08 16:22:00,427 Adams St, Los Angeles, CA 90001,14,3.84
162184,AA Batteries (4-pack),1,3.84,2019-03-23 16:51:00,285 Ridge St, San Francisco, CA 94016,14,3.84
162185,USB-C Charging Cable,1,11.95,2019-03-03 07:26:00,297 12th St, Los Angeles, CA 90001,14,11.95
162186,AAA Batteries (4-pack),5,2.99,2019-03-05 14:17:00,180 Wilson St, Los Angeles, CA 90001,14,14.950000000000001
162187,Google Phone,1,600.0,2019-03-16 10:34:00,964 9th St, San Francisco, CA 94016,14,600.0
162187,USB-C Charging Cable,1,11.95,2019-03-16 10:34:00,964 9th St, San Francisco, CA 94016,14,11.95
162188,AAA Batteries (4-pack),1,2.99,2019-03-02 20:28:00,971 7th St, New York City, NY 10001,14,2.99
162189,iPhone,1,700.0,2019-03-23 14:06:00,892 11th St, San Francisco, CA 94016,14,700.0
162189,Lightning Charging Cable,1,14.95,2019-03-23 14:06:00,892 11th St, San Francisco, CA 94016,14,14.95
162189,27in 4K Gaming Monitor,1,389.99,2019-03-23 14:06:00,892 11th St, San Francisco, CA 94016,14,389.99
162190,Wired Headphones,1,11.99,2019-03-04 20:47:00,478 Madison St, Boston, MA 02215,14,11.99
162191,Apple Airpods Headphones,1,150.0,2019-03-05 20:49:00,6 5th St, New York City, NY 10001,14,150.0
162192,AAA Batteries (4-pack),3,2.99,2019-03-06 18:27:00,269 Highland St, Dallas, TX 75001,14,8.97
162193,Lightning Charging Cable,1,14.95,2019-03-14 10:27:00,29 Walnut St, San Francisco, CA 94016,14,14.95
162194,27in FHD Monitor,1,149.99,2019-03-21 21:22:00,224 Cedar St, Austin, TX 73301,14,149.99
162195,AAA Batteries (4-pack),3,2.99,2019-03-25 07:23:00,439 Madison St, Boston, MA 02215,14,8.97
162196,AA Batteries (4-pack),1,3.84,2019-03-24 09:22:00,164 Johnson St, Portland, OR 97035,14,3.84
162197,Macbook Pro Laptop,1,1700.0,2019-03-01 15:30:00,85 Chestnut St, San Francisco, CA 94016,14,1700.0
162198,Bose SoundSport Headphones,1,99.99,2019-03-16 19:18:00,322 Washington St, San Francisco, CA 94016,14,99.99
162199,Macbook Pro Laptop,1,1700.0,2019-03-03 17:41:00,939 Dogwood St, Seattle, WA 98101,14,1700.0
162200,20in Monitor,1,109.99,2019-03-15 14:50:00,596 Meadow St, San Francisco, CA 94016,14,109.99
162201,Apple Airpods Headphones,1,150.0,2019-03-29 13:22:00,608 Lincoln St, New York City, NY 10001,14,150.0
162202,27in FHD Monitor,1,149.99,2019-03-28 23:33:00,975 North St, New York City, NY 10001,14,149.99
162203,USB-C Charging Cable,1,11.95,2019-03-21 10:24:00,50 Hill St, San Francisco, CA 94016,14,11.95
162204,Wired Headphones,1,11.99,2019-03-08 12:24:00,555 8th St, Los Angeles, CA 90001,14,11.99
162205,AAA Batteries (4-pack),3,2.99,2019-03-27 19:28:00,490 Lincoln St, San Francisco, CA 94016,14,8.97
162206,AA Batteries (4-pack),1,3.84,2019-03-02 19:20:00,482 Meadow St, New York City, NY 10001,14,3.84
162207,34in Ultrawide Monitor,1,379.99,2019-03-02 12:54:00,69 Adams St, Atlanta, GA 30301,14,379.99
162208,Lightning Charging Cable,1,14.95,2019-03-11 16:08:00,534 Lakeview St, San Francisco, CA 94016,14,14.95
162209,AAA Batteries (4-pack),1,2.99,2019-03-18 01:48:00,873 Jefferson St, Atlanta, GA 30301,14,2.99
162210,USB-C Charging Cable,1,11.95,2019-03-19 17:42:00,331 Lake St, San Francisco, CA 94016,14,11.95
